213.213.194.114 - - [01/Jan/2018:00:52:15 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 70 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:18 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 71 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:21 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 72 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:24 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 73 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:25 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 74 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:29 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 75 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:32 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 76 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:36 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 77 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:40 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 78 - - 0ms
213.213.194.114 - - [01/Jan/2018:00:52:45 +0000] "GET /api/providers HTTP/2.0" - - "https://traefik.services.alin.be/dashboard/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0.1 Safari/604.3.5" 79 - - 0ms
